group_id	group_size	sp_in_grp	seed_ortholog_cnt	a_nosocomialis.faa	a_pittii.faa	a_pragensis.faa	ab_17978.faa	ab_19606.faa
2916	3	3	3	*	WP_000288004.1	*	WP_000269909.1	WP_000269904.1
2917	3	3	3	*	WP_000362184.1	*	WP_000362184.1	WP_000362184.1
2918	3	2	3	*	WP_000365984.1,WP_004965086.1	*	WP_000658761.1	*
2919	3	2	3	*	WP_000394712.1,WP_004964752.1	*	WP_001027391.1	*
2920	3	3	3	*	WP_000539743.1	*	WP_000539743.1	WP_000539749.1
2921	3	3	3	*	WP_000737387.1	*	WP_000737386.1	WP_000737386.1
2922	3	3	3	*	WP_000743213.1	*	WP_000743213.1	WP_000743213.1
2923	3	3	3	*	WP_000910239.1	*	WP_000910238.1	WP_000088974.1
2924	3	3	3	*	WP_000975797.1	*	WP_000464636.1	WP_000011633.1
2925	3	2	3	*	WP_000994862.1,WP_023187713.1	*	*	WP_000993236.1
2926	3	3	3	*	WP_001017713.1	*	WP_000469283.1	WP_001017713.1
2927	3	2	3	*	WP_001055556.1,WP_024160927.1	*	WP_001091618.1	*
2928	3	2	3	*	WP_001098598.1	WP_227509772.1,WP_227509773.1	*	*
2929	3	3	3	*	WP_001366550.1	*	WP_001366550.1	WP_001366550.1
2930	3	3	3	*	WP_002113630.1	*	WP_000168943.1	WP_000168943.1
2931	3	3	3	*	WP_002114162.1	*	WP_001239389.1	WP_001239389.1
2932	3	3	3	*	WP_002114211.1	*	WP_087937425.1	WP_002114211.1
2933	3	3	3	*	WP_002114265.1	WP_067667652.1	WP_000968295.1	*
2934	3	3	3	*	WP_002114539.1	*	WP_001232205.1	WP_001232204.1
2935	3	3	3	*	WP_002115036.1	WP_067666960.1	*	WP_001183876.1
2936	3	3	3	*	WP_002115303.1	WP_067665289.1	WP_000761355.1	*
2937	3	3	3	*	WP_002116352.1	*	WP_000779308.1	WP_000779311.1
2938	3	3	3	*	WP_002117235.1	*	WP_000739329.1	WP_000739328.1
2939	3	3	3	*	WP_002117383.1	WP_067671515.1	WP_000584338.1	*
2940	3	3	3	*	WP_002117574.1	*	WP_000140376.1	WP_000140384.1
2941	3	3	3	*	WP_002118133.1	*	WP_001009255.1	WP_001009255.1
2942	3	3	3	*	WP_002118388.1	*	WP_000603867.1	WP_000603884.1
2943	3	3	3	*	WP_002118433.1	*	WP_000582115.1	WP_000582118.1
2944	3	3	3	*	WP_002118468.1	*	WP_001164225.1	WP_001164230.1
2945	3	3	3	*	WP_002118487.1	*	WP_085941198.1	WP_085916973.1
2946	3	3	3	*	WP_002118603.1	*	WP_001170044.1	WP_001170033.1
2947	3	3	3	*	WP_002118845.1	*	WP_001090096.1	WP_001090097.1
2948	3	3	3	*	WP_002118853.1	*	WP_001104125.1	WP_001104129.1
2949	3	3	3	*	WP_002118873.1	*	WP_005134938.1	WP_001281550.1
2950	3	3	3	*	WP_002119262.1	*	WP_000587876.1	WP_000587892.1
2951	3	3	3	*	WP_002119675.1	*	WP_001166574.1	WP_001166563.1
2952	3	3	3	*	WP_002120502.1	WP_067669444.1	*	WP_000076010.1
2953	3	3	3	*	WP_002120503.1	*	WP_000235933.1	WP_000235940.1
2954	3	3	3	*	WP_002120508.1	WP_067669442.1	*	WP_001153950.1
2955	3	3	3	*	WP_002120536.1	*	WP_000758291.1	WP_000758292.1
2956	3	3	3	*	WP_002121501.1	*	WP_000008486.1	WP_000008459.1
2957	3	3	3	*	WP_002121567.1	*	WP_001251846.1	WP_001251864.1
2958	3	3	3	*	WP_002121581.1	*	WP_000247953.1	WP_000248411.1
2959	3	3	3	*	WP_002121621.1	*	WP_000064603.1	WP_002134788.1
2960	3	3	3	*	WP_002122230.1	*	WP_000413989.1	WP_000413999.1
2961	3	3	3	*	WP_005006141.1	WP_067667201.1	WP_000789234.1	*
2962	3	3	3	*	WP_005802754.1	*	WP_000692542.1	WP_000524488.1
2963	3	3	3	*	WP_016802868.1	*	WP_049594816.1	WP_001177731.1
2964	3	2	3	*	WP_016802901.1	*	*	WP_000004579.1,WP_002134341.1
2965	3	3	3	*	WP_019767382.1	*	WP_049594794.1	WP_000194063.1
2966	3	3	3	*	WP_019767761.1	*	WP_005135203.1	WP_000730716.1
2967	3	3	3	*	WP_019767794.1	*	WP_000433061.1	WP_000433700.1
2968	3	3	3	*	WP_019767803.1	WP_067665916.1	*	WP_001085092.1
2969	3	3	3	*	WP_019767880.1	*	WP_000024025.1	WP_000024025.1
2970	3	3	3	*	WP_023187742.1	WP_067669838.1	*	WP_000888568.1
2971	3	3	3	*	WP_023187811.1	*	WP_000376614.1	WP_000376614.1
2972	3	3	3	*	WP_023187812.1	*	WP_001287055.1	WP_001287055.1
2973	3	3	3	*	WP_023187817.1	*	WP_000207480.1	WP_000207481.1
2974	3	3	3	*	WP_023187954.1	WP_067666625.1	*	WP_000999573.1
2975	3	3	3	*	WP_023187965.1	*	WP_000524217.1	WP_000524257.1
2976	3	3	3	*	WP_023187966.1	*	WP_000002414.1	WP_000002408.1
2977	3	3	3	*	WP_024160800.1	*	WP_049594895.1	WP_001228897.1
2978	3	3	3	*	WP_024160839.1	*	WP_001089572.1	WP_001089573.1
2979	3	3	3	*	WP_024160943.1	*	WP_001120888.1	WP_031949776.1
2980	3	3	3	*	WP_024160946.1	*	WP_000567442.1	WP_000887567.1
2981	3	3	3	*	WP_025464105.1	*	WP_001185604.1	WP_001185585.1
2982	3	3	3	*	WP_025464206.1	*	WP_001186632.1	WP_000084544.1
2983	3	3	3	*	WP_025467473.1	*	WP_005135299.1	WP_000989978.1
2984	3	3	3	*	WP_031946014.1	WP_106386937.1	*	WP_000787400.1
2985	3	3	3	*	WP_078210343.1	*	WP_085940550.1	WP_085940550.1
2986	3	2	3	*	WP_080564132.1	WP_067665164.1,WP_067666983.1	*	*
2987	3	3	3	*	WP_106389263.1	WP_106386944.1	WP_085944194.1	*
2988	3	2	3	*	*	WP_067666258.1,WP_067670003.1	*	WP_000589668.1
2989	3	3	3	*	*	WP_067666527.1	WP_000187984.1	WP_000187985.1
2990	3	3	3	*	*	WP_067666529.1	WP_000210973.1	WP_000210973.1
2991	3	3	3	*	*	WP_067667580.1	WP_000206303.1	WP_000206303.1
2992	3	3	3	*	*	WP_067668327.1	WP_000476843.1	WP_000476843.1
2993	3	3	3	*	*	WP_067668329.1	WP_000639068.1	WP_000639068.1
2994	3	3	3	*	*	WP_067668672.1	WP_000712680.1	WP_000712681.1
2995	3	3	3	*	*	WP_067668674.1	WP_000011809.1	WP_000011808.1
2996	3	3	3	*	*	WP_067668675.1	WP_000564781.1	WP_000564784.1
2997	3	3	3	*	*	WP_067668677.1	WP_009519256.1	WP_001238749.1
2998	3	3	3	*	*	WP_067671037.1	WP_000670331.1	WP_000670322.1
2999	3	3	3	*	*	WP_067672566.1	WP_001017477.1	WP_001017483.1
3000	3	2	3	*	*	*	WP_000544508.1,WP_000544517.1	WP_000544505.1
3001	3	2	3	*	*	*	WP_001286363.1	WP_000218941.1,WP_000301495.1
3002	2	2	2	WP_000377059.1	WP_023187758.1	*	*	*
3003	2	2	2	WP_000846949.1	*	WP_067670514.1	*	*
3004	2	2	2	WP_000949092.1	WP_002117819.1	*	*	*
3005	2	2	2	WP_001096608.1	WP_002117827.1	*	*	*
3006	2	2	2	WP_002048456.1	WP_017400102.1	*	*	*
3007	2	2	2	WP_002049193.1	WP_002115305.1	*	*	*
3008	2	2	2	WP_002050345.1	WP_005803261.1	*	*	*
3009	2	2	2	WP_004708758.1	WP_002113678.1	*	*	*
3010	2	2	2	WP_004708777.1	WP_002113575.1	*	*	*
3011	2	2	2	WP_004708845.1	WP_005073889.1	*	*	*
3012	2	2	2	WP_004710772.1	*	WP_067672453.1	*	*
3013	2	2	2	WP_004711766.1	WP_019767444.1	*	*	*
3014	2	2	2	WP_004711958.1	*	*	*	WP_001182453.1
3015	2	2	2	WP_004791385.1	*	WP_067671325.1	*	*
3016	2	2	2	WP_004885515.1	WP_002115578.1	*	*	*
3017	2	2	2	WP_006580478.1	*	*	*	WP_000164722.1
3018	2	2	2	WP_016805489.1	*	*	WP_000938695.1	*
3019	2	2	2	WP_017393809.1	WP_002114520.1	*	*	*
3020	2	2	2	WP_022574322.1	WP_005804806.1	*	*	*
3021	2	2	2	WP_022574323.1	WP_005804805.1	*	*	*
3022	2	2	2	WP_022574324.1	WP_005071805.1	*	*	*
3023	2	2	2	WP_022574325.1	WP_005071806.1	*	*	*
3024	2	2	2	WP_022574345.1	*	*	*	WP_001110159.1
3025	2	2	2	WP_022574351.1	WP_002118076.1	*	*	*
3026	2	2	2	WP_022574446.1	*	WP_067667063.1	*	*
3027	2	2	2	WP_022574447.1	*	WP_067667061.1	*	*
3028	2	2	2	WP_022574448.1	*	WP_067667059.1	*	*
3029	2	2	2	WP_022574490.1	WP_005803097.1	*	*	*
3030	2	2	2	WP_022574564.1	*	WP_162840076.1	*	*
3031	2	2	2	WP_022574572.1	*	*	*	WP_000664113.1
3032	2	2	2	WP_022574583.1	WP_002115584.1	*	*	*
3033	2	2	2	WP_022574687.1	WP_002115991.1	*	*	*
3034	2	2	2	WP_022574745.1	*	WP_067667778.1	*	*
3035	2	2	2	WP_022574778.1	WP_019767638.1	*	*	*
3036	2	2	2	WP_022574791.1	*	WP_067671140.1	*	*
3037	2	2	2	WP_022574799.1	*	WP_067672636.1	*	*
3038	2	2	2	WP_022574801.1	WP_019767860.1	*	*	*
3039	2	2	2	WP_022574802.1	WP_002122109.1	*	*	*
3040	2	2	2	WP_022574803.1	WP_019767859.1	*	*	*
3041	2	2	2	WP_022574805.1	WP_005070082.1	*	*	*
3042	2	2	2	WP_022574910.1	*	WP_264753340.1	*	*
3043	2	2	2	WP_022575030.1	*	WP_227509803.1	*	*
3044	2	2	2	WP_022575095.1	*	WP_067669866.1	*	*
3045	2	2	2	WP_022575191.1	WP_002117872.1	*	*	*
3046	2	2	2	WP_022575226.1	*	*	*	WP_002135326.1
3047	2	2	2	WP_022575273.1	WP_002118499.1	*	*	*
3048	2	2	2	WP_022575286.1	*	*	WP_001014252.1	*
3049	2	2	2	WP_022575313.1	*	WP_067667096.1	*	*
3050	2	2	2	WP_022575386.1	WP_016802601.1	*	*	*
3051	2	2	2	WP_022575406.1	*	*	*	WP_001002974.1
3052	2	2	2	WP_022575414.1	WP_014206119.1	*	*	*
3053	2	2	2	WP_022575416.1	WP_005005746.1	*	*	*
3054	2	2	2	WP_022575430.1	WP_002115260.1	*	*	*
3055	2	2	2	WP_022575449.1	WP_002116631.1	*	*	*
3056	2	2	2	WP_022575450.1	WP_002116621.1	*	*	*
3057	2	2	2	WP_022575451.1	WP_005803601.1	*	*	*
3058	2	2	2	WP_022575463.1	*	WP_067671319.1	*	*
3059	2	2	2	WP_022575468.1	*	WP_067671337.1	*	*
3060	2	2	2	WP_022575561.1	WP_019767655.1	*	*	*
3061	2	2	2	WP_022575562.1	WP_017480918.1	*	*	*
3062	2	2	2	WP_022575567.1	WP_019767660.1	*	*	*
3063	2	2	2	WP_022575568.1	WP_002115197.1	*	*	*
3064	2	2	2	WP_022575576.1	WP_019767664.1	*	*	*
3065	2	2	2	WP_022575647.1	*	WP_067669682.1	*	*
3066	2	2	2	WP_022575666.1	WP_005804809.1	*	*	*
3067	2	2	2	WP_022575717.1	*	WP_067667220.1	*	*
3068	2	2	2	WP_022575813.1	*	*	*	WP_000114045.1
3069	2	2	2	WP_022575814.1	WP_019768022.1	*	*	*
3070	2	2	2	WP_022575853.1	*	*	WP_049594862.1	*
3071	2	2	2	WP_022575995.1	*	*	*	WP_000913740.1
3072	2	2	2	WP_022576028.1	WP_002117397.1	*	*	*
3073	2	2	2	WP_022576080.1	*	*	WP_001045997.1	*
3074	2	2	2	WP_022576081.1	*	*	WP_000598979.1	*
3075	2	2	2	WP_022576085.1	WP_000668596.1	*	*	*
3076	2	2	2	WP_022576092.1	WP_002119233.1	*	*	*
3077	2	2	2	WP_022576097.1	*	*	WP_001273438.1	*
3078	2	2	2	WP_022576098.1	*	*	WP_000624236.1	*
3079	2	2	2	WP_031224780.1	*	WP_067670506.1	*	*
3080	2	2	2	WP_031224877.1	WP_030039596.1	*	*	*
3081	2	2	2	WP_031225040.1	WP_002121673.1	*	*	*
3082	2	2	2	WP_031225092.1	*	*	*	WP_000037651.1
3083	2	2	2	WP_079377406.1	*	*	WP_162215805.1	*
3084	2	2	2	WP_080660803.1	*	*	WP_020752494.1	*
3085	2	2	2	WP_080660905.1	*	WP_067671334.1	*	*
3086	2	2	2	WP_080660906.1	*	WP_319822710.1	*	*
3087	2	2	2	WP_080660913.1	*	WP_227509824.1	*	*
3088	2	2	2	WP_080660915.1	WP_086221970.1	*	*	*
3089	2	2	2	WP_137371604.1	*	*	WP_049594851.1	*
3090	2	2	2	WP_227501313.1	*	*	*	WP_223291473.1
3091	2	2	2	WP_227501314.1	*	WP_067669017.1	*	*
3092	2	2	2	WP_255210327.1	WP_220154137.1	*	*	*
3093	2	2	2	*	WP_000006272.1	*	*	WP_000006272.1
3094	2	2	2	*	WP_000067575.1	*	*	WP_000067575.1
3095	2	2	2	*	WP_000096286.1	WP_067666649.1	*	*
3096	2	2	2	*	WP_000098521.1	WP_067666613.1	*	*
3097	2	2	2	*	WP_000125652.1	*	WP_000992057.1	*
3098	2	2	2	*	WP_000130797.1	*	*	WP_000130799.1
3099	2	2	2	*	WP_000145713.1	*	*	WP_000145713.1
3100	2	2	2	*	WP_000152660.1	*	*	WP_000152657.1
3101	2	2	2	*	WP_000184350.1	*	*	WP_000184352.1
3102	2	2	2	*	WP_000348405.1	*	WP_000675248.1	*
3103	2	2	2	*	WP_000373080.1	WP_004981615.1	*	*
3104	2	2	2	*	WP_000489165.1	*	WP_000489162.1	*
3105	2	2	2	*	WP_000537300.1	*	WP_000537297.1	*
3106	2	2	2	*	WP_000592662.1	WP_227509777.1	*	*
3107	2	2	2	*	WP_000627461.1	WP_227509775.1	*	*
3108	2	2	2	*	WP_000689220.1	*	WP_000689223.1	*
3109	2	2	2	*	WP_000718477.1	WP_067666596.1	*	*
3110	2	2	2	*	WP_000721572.1	*	*	WP_000721572.1
3111	2	2	2	*	WP_000838146.1	*	WP_000838146.1	*
3112	2	2	2	*	WP_000853610.1	*	WP_000853614.1	*
3113	2	2	2	*	WP_000887468.1	WP_067666693.1	*	*
3114	2	2	2	*	WP_000911302.1	*	WP_000911301.1	*
3115	2	2	2	*	WP_000945699.1	*	WP_000945697.1	*
3116	2	2	2	*	WP_001009292.1	*	WP_001067865.1	*
3117	2	2	2	*	WP_001015461.1	*	*	WP_001015461.1
3118	2	2	2	*	WP_001029591.1	WP_227509766.1	*	*
3119	2	2	2	*	WP_001067741.1	*	WP_002037196.1	*
3120	2	2	2	*	WP_001085636.1	WP_067666547.1	*	*
3121	2	2	2	*	WP_001086233.1	*	WP_001086231.1	*
3122	2	2	2	*	WP_001142379.1	*	*	WP_001142380.1
3123	2	2	2	*	WP_001144538.1	*	*	WP_001144535.1
3124	2	2	2	*	WP_001187722.1	WP_067666607.1	*	*
3125	2	2	2	*	WP_001211019.1	*	*	WP_001211019.1
3126	2	2	2	*	WP_001229564.1	*	*	WP_001229565.1
3127	2	2	2	*	WP_001260879.1	*	WP_000557535.1	*
3128	2	2	2	*	WP_001275792.1	*	*	WP_001275792.1
3129	2	2	2	*	WP_001279705.1	*	WP_000005350.1	*
3130	2	2	2	*	WP_002053042.1	*	WP_000134358.1	*
3131	2	2	2	*	WP_002055110.1	*	WP_000771461.1	*
3132	2	2	2	*	WP_002055133.1	*	WP_000349570.1	*
3133	2	2	2	*	WP_002113647.1	WP_067667052.1	*	*
3134	2	2	2	*	WP_002114388.1	*	*	WP_000333042.1
3135	2	2	2	*	WP_002115293.1	*	WP_000650525.1	*
3136	2	2	2	*	WP_002115320.1	*	WP_049594818.1	*
3137	2	2	2	*	WP_002116375.1	*	WP_000836165.1	*
3138	2	2	2	*	WP_002116470.1	*	*	WP_000770576.1
3139	2	2	2	*	WP_002116479.1	WP_067668843.1	*	*
3140	2	2	2	*	WP_002116506.1	*	*	WP_000103025.1
3141	2	2	2	*	WP_002116551.1	WP_067668845.1	*	*
3142	2	2	2	*	WP_002117160.1	*	WP_000054453.1	*
3143	2	2	2	*	WP_002117297.1	*	WP_000029179.1	*
3144	2	2	2	*	WP_002118781.1	WP_067667546.1	*	*
3145	2	2	2	*	WP_002119250.1	WP_067667306.1	*	*
3146	2	2	2	*	WP_002122106.1	*	*	WP_001179932.1
3147	2	2	2	*	WP_004708324.1	WP_067666594.1	*	*
3148	2	2	2	*	WP_004738135.1	*	*	WP_000253102.1
3149	2	2	2	*	WP_004965069.1	*	WP_000085286.1	*
3150	2	2	2	*	WP_004965071.1	*	WP_000269331.1	*
3151	2	2	2	*	WP_004965076.1	*	WP_170825895.1	*
3152	2	2	2	*	WP_004965082.1	*	WP_000547725.1	*
3153	2	2	2	*	WP_005005744.1	*	WP_000420425.1	*
3154	2	2	2	*	WP_005005756.1	*	WP_223235674.1	*
3155	2	2	2	*	WP_005005782.1	*	WP_000594605.1	*
3156	2	2	2	*	WP_005005897.1	*	WP_000003236.1	*
3157	2	2	2	*	WP_005005900.1	*	WP_001176129.1	*
3158	2	2	2	*	WP_005005929.1	*	*	WP_000633833.1
3159	2	2	2	*	WP_005005931.1	*	*	WP_000891992.1
3160	2	2	2	*	WP_005005975.1	*	*	WP_001098394.1
3161	2	2	2	*	WP_005005981.1	*	*	WP_000205465.1
3162	2	2	2	*	WP_005005983.1	*	*	WP_001180368.1
3163	2	2	2	*	WP_005028487.1	*	WP_001101323.1	*
3164	2	2	2	*	WP_005028646.1	*	WP_000851072.1	*
3165	2	2	2	*	WP_005028664.1	*	WP_000986576.1	*
3166	2	2	2	*	WP_005028667.1	*	WP_000021505.1	*
3167	2	2	2	*	WP_005028681.1	*	WP_000730797.1	*
3168	2	2	2	*	WP_005028684.1	*	WP_000875973.1	*
3169	2	2	2	*	WP_005028686.1	*	WP_002011515.1	*
3170	2	2	2	*	WP_005028689.1	*	WP_002011578.1	*
3171	2	2	2	*	WP_005028698.1	*	WP_049594896.1	*
3172	2	2	2	*	WP_005070062.1	*	*	WP_000771520.1
3173	2	2	2	*	WP_005073886.1	WP_067667260.1	*	*
3174	2	2	2	*	WP_005073920.1	*	*	WP_001076408.1
3175	2	2	2	*	WP_005075919.1	*	WP_000605044.1	*
3176	2	2	2	*	WP_005155353.1	*	*	WP_000070447.1
3177	2	2	2	*	WP_005803088.1	*	*	WP_000221456.1
3178	2	2	2	*	WP_005803095.1	*	*	WP_000203571.1
3179	2	2	2	*	WP_005803278.1	*	WP_005135425.1	*
3180	2	2	2	*	WP_005803279.1	*	WP_005135424.1	*
3181	2	2	2	*	WP_005803464.1	*	*	WP_086223981.1
3182	2	2	2	*	WP_006581950.1	WP_227509778.1	*	*
3183	2	2	2	*	WP_017725363.1	*	*	WP_001281315.1
3184	2	2	2	*	WP_019767363.1	*	WP_000639489.1	*
3185	2	2	2	*	WP_019767631.1	*	*	WP_000332832.1
3186	2	2	2	*	WP_019767802.1	WP_067665920.1	*	*
3187	2	2	2	*	WP_019767806.1	*	*	WP_001159853.1
3188	2	2	2	*	WP_019767808.1	*	*	WP_000248217.1
3189	2	2	2	*	WP_019767809.1	*	*	WP_000516239.1
3190	2	2	2	*	WP_019767810.1	*	*	WP_000585018.1
3191	2	2	2	*	WP_019767983.1	*	WP_000942647.1	*
3192	2	2	2	*	WP_023187678.1	WP_067670160.1	*	*
3193	2	2	2	*	WP_023187697.1	*	WP_000957703.1	*
3194	2	2	2	*	WP_023187740.1	*	*	WP_000213119.1
3195	2	2	2	*	WP_023187744.1	*	*	WP_001064706.1
3196	2	2	2	*	WP_023187745.1	*	*	WP_000050651.1
3197	2	2	2	*	WP_023187752.1	WP_067666912.1	*	*
3198	2	2	2	*	WP_023187790.1	*	*	WP_000807024.1
3199	2	2	2	*	WP_023187832.1	WP_067666555.1	*	*
3200	2	2	2	*	WP_023187833.1	WP_067666549.1	*	*
3201	2	2	2	*	WP_023187841.1	WP_067666620.1	*	*
3202	2	2	2	*	WP_023187842.1	WP_067666617.1	*	*
3203	2	2	2	*	WP_023187843.1	WP_067666615.1	*	*
3204	2	2	2	*	WP_023187845.1	WP_067666609.1	*	*
3205	2	2	2	*	WP_023187846.1	WP_067666602.1	*	*
3206	2	2	2	*	WP_023187847.1	WP_067666600.1	*	*
3207	2	2	2	*	WP_023187848.1	WP_067666598.1	*	*
3208	2	2	2	*	WP_023187850.1	WP_067666557.1	*	*
3209	2	2	2	*	WP_023187873.1	WP_067668156.1	*	*
3210	2	2	2	*	WP_023187922.1	WP_067666525.1	*	*
3211	2	2	2	*	WP_023187924.1	*	*	WP_000521592.1
3212	2	2	2	*	WP_023187929.1	*	*	WP_001292874.1
3213	2	2	2	*	WP_023187937.1	*	*	WP_000058891.1
3214	2	2	2	*	WP_023187940.1	*	*	WP_025079718.1
3215	2	2	2	*	WP_023187941.1	*	*	WP_000337838.1
3216	2	2	2	*	WP_023187942.1	*	*	WP_000133667.1
3217	2	2	2	*	WP_023187943.1	*	*	WP_000005808.1
3218	2	2	2	*	WP_023187944.1	*	*	WP_000070960.1
3219	2	2	2	*	WP_023187945.1	*	*	WP_001256668.1
3220	2	2	2	*	WP_023187946.1	*	*	WP_001200120.1
3221	2	2	2	*	WP_023187947.1	*	*	WP_001254054.1
3222	2	2	2	*	WP_023187948.1	*	*	WP_001222481.1
3223	2	2	2	*	WP_023187951.1	*	*	WP_001283522.1
3224	2	2	2	*	WP_023187952.1	*	*	WP_001269943.1
3225	2	2	2	*	WP_023187964.1	*	*	WP_000852265.1
3226	2	2	2	*	WP_023187967.1	*	WP_000966688.1	*
3227	2	2	2	*	WP_024160774.1	*	*	WP_000916257.1
3228	2	2	2	*	WP_024160775.1	*	*	WP_000592534.1
3229	2	2	2	*	WP_024160780.1	*	*	WP_001083416.1
3230	2	2	2	*	WP_024160787.1	*	WP_000679487.1	*
3231	2	2	2	*	WP_024160788.1	*	WP_001103687.1	*
3232	2	2	2	*	WP_024160789.1	*	WP_000774465.1	*
3233	2	2	2	*	WP_024160790.1	*	WP_000706892.1	*
3234	2	2	2	*	WP_024160802.1	*	WP_000069415.1	*
3235	2	2	2	*	WP_024160833.1	*	*	WP_000341079.1
3236	2	2	2	*	WP_024160841.1	*	*	WP_000208885.1
3237	2	2	2	*	WP_024160842.1	*	*	WP_000701381.1
3238	2	2	2	*	WP_024160844.1	*	*	WP_002134415.1
3239	2	2	2	*	WP_024160849.1	*	WP_000246756.1	*
3240	2	2	2	*	WP_024160865.1	*	WP_031967041.1	*
3241	2	2	2	*	WP_024160883.1	*	WP_000941930.1	*
3242	2	2	2	*	WP_024160889.1	*	WP_002025304.1	*
3243	2	2	2	*	WP_024160892.1	*	WP_000131185.1	*
3244	2	2	2	*	WP_024160928.1	WP_319822703.1	*	*
3245	2	2	2	*	WP_024160938.1	*	*	WP_001084814.1
3246	2	2	2	*	WP_024160941.1	*	*	WP_000856068.1
3247	2	2	2	*	WP_024160945.1	*	*	WP_000350027.1
3248	2	2	2	*	WP_024160947.1	*	WP_000255071.1	*
3249	2	2	2	*	WP_024160950.1	*	WP_001271963.1	*
3250	2	2	2	*	WP_031945661.1	*	WP_001985473.1	*
3251	2	2	2	*	WP_031946115.1	*	*	WP_001056778.1
3252	2	2	2	*	WP_050595107.1	*	*	WP_000611160.1
3253	2	2	2	*	WP_050595110.1	*	WP_000221358.1	*
3254	2	2	2	*	WP_080564123.1	*	*	WP_085916936.1
3255	2	2	2	*	WP_085947913.1	*	WP_085940413.1	*
3256	2	2	2	*	WP_162900306.1	*	*	WP_001985060.1
3257	2	2	2	*	WP_225247868.1	*	WP_000766227.1	*
3258	2	2	2	*	WP_227504992.1	*	WP_000643578.1	*
3259	2	2	2	*	WP_227520107.1	*	WP_000447535.1	*
3260	2	2	2	*	WP_228141528.1	*	WP_000608872.1	*
3261	2	2	2	*	WP_251982117.1	*	WP_000157684.1	*
3262	2	2	2	*	*	WP_067665861.1	*	WP_000955310.1
3263	2	2	2	*	*	WP_067666112.1	WP_000935114.1	*
3264	2	2	2	*	*	WP_067666232.1	*	WP_000027065.1
3265	2	2	2	*	*	WP_067666234.1	*	WP_001985968.1
3266	2	2	2	*	*	WP_067666256.1	*	WP_306220066.1
3267	2	2	2	*	*	WP_067666269.1	*	WP_001046789.1
3268	2	2	2	*	*	WP_067666271.1	*	WP_000131323.1
3269	2	2	2	*	*	WP_067666507.1	WP_000206151.1	*
3270	2	2	2	*	*	WP_067666647.1	*	WP_031945361.1
3271	2	2	2	*	*	WP_067666701.1	*	WP_000862188.1
3272	2	2	2	*	*	WP_067667144.1	*	WP_000235282.1
3273	2	2	2	*	*	WP_067667237.1	*	WP_000227709.1
3274	2	2	2	*	*	WP_067667578.1	*	WP_001989396.1
3275	2	2	2	*	*	WP_067667692.1	WP_241250147.1	*
3276	2	2	2	*	*	WP_067667707.1	*	WP_001181581.1
3277	2	2	2	*	*	WP_067668763.1	WP_049594798.1	*
3278	2	2	2	*	*	WP_067669014.1	*	WP_000053663.1
3279	2	2	2	*	*	WP_067669230.1	WP_000002986.1	*
3280	2	2	2	*	*	WP_067669670.1	WP_049594814.1	*
3281	2	2	2	*	*	WP_067669785.1	WP_000258009.1	*
3282	2	2	2	*	*	WP_067669793.1	WP_000668775.1	*
3283	2	2	2	*	*	WP_067669795.1	WP_000271577.1	*
3284	2	2	2	*	*	WP_067669797.1	WP_001191644.1	*
3285	2	2	2	*	*	WP_067669803.1	WP_001212575.1	*
3286	2	2	2	*	*	WP_067669805.1	WP_000103761.1	*
3287	2	2	2	*	*	WP_067669808.1	WP_001189186.1	*
3288	2	2	2	*	*	WP_067669809.1	WP_000681796.1	*
3289	2	2	2	*	*	WP_067669811.1	WP_000762337.1	*
3290	2	2	2	*	*	WP_067669816.1	WP_000932715.1	*
3291	2	2	2	*	*	WP_067669837.1	*	WP_000153154.1
3292	2	2	2	*	*	WP_067669896.1	*	WP_000360130.1
3293	2	2	2	*	*	WP_067670020.1	*	WP_000476222.1
3294	2	2	2	*	*	WP_067670022.1	*	WP_000921865.1
3295	2	2	2	*	*	WP_067670943.1	*	WP_000558149.1
3296	2	2	2	*	*	WP_067670945.1	*	WP_000092766.1
3297	2	2	2	*	*	WP_067670948.1	*	WP_000151792.1
3298	2	2	2	*	*	WP_067670951.1	*	WP_000339854.1
3299	2	2	2	*	*	WP_067670969.1	*	WP_000080845.1
3300	2	2	2	*	*	WP_067671150.1	WP_000192314.1	*
3301	2	2	2	*	*	WP_067672600.1	WP_000110178.1	*
3302	2	2	2	*	*	WP_081406743.1	*	WP_000369782.1
3303	2	2	2	*	*	WP_106386936.1	WP_000032765.1	*
3304	2	2	2	*	*	WP_171254464.1	WP_000132213.1	*
3305	2	2	2	*	*	WP_227509808.1	WP_000777195.1	*
3306	2	2	2	*	*	WP_227509810.1	WP_000694999.1	*
3307	2	2	2	*	*	WP_264753353.1	*	WP_257935149.1
3308	2	2	2	*	*	*	WP_000004365.1	WP_000004550.1
3309	2	2	2	*	*	*	WP_000006595.1	WP_000006577.1
3310	2	2	2	*	*	*	WP_000008889.1	WP_000008889.1
3311	2	2	2	*	*	*	WP_000009245.1	WP_000637306.1
3312	2	2	2	*	*	*	WP_000018791.1	WP_000018791.1
3313	2	2	2	*	*	*	WP_000024442.1	WP_000024442.1
3314	2	2	2	*	*	*	WP_000039808.1	WP_000039808.1
3315	2	2	2	*	*	*	WP_000043926.1	WP_000043929.1
3316	2	2	2	*	*	*	WP_000049716.1	WP_000049718.1
3317	2	2	2	*	*	*	WP_000069472.1	WP_000069474.1
3318	2	2	2	*	*	*	WP_000073188.1	WP_000073188.1
